name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,sdss_dr10_objid,flux_ratio_2c,r50_deconv1,sdss_dr12_specid,b_a_deconv1,dist2d_nn2,dist2d_nn3,dist2d_nn1,f_b,f_a,r50_deconv2c,r50_deconv2e,sdss_dr7_objid,b_a_innerdisk,sdss_dr7_specid,b_a_deconv2e,sdss_dr10_specid,b_a_deconv2c,sdss_dr12_objid,vdisp,logmstar_84,vrot,sfr_nuv,mu_delta,logmgas,sfr_nuv_wise,logmstar_16,ccr_star,ccr_bary,econame,ccr_lum,morph,morphel,mhi,ehiasym,ew20,emhi_corr_sys,w20,eb_a_innerdisk,ew50,eb_a,peaksnhi,confused,limflag,mhi_corr,hitelescope,emhi,emhi_corr_rand,w50,hiasym,grpn,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_s,fc,logmh,ccr,grprproj,grpnassoc,grpmb,grp,grpms,logmh_dyn_stack,grpsig_stack,logmh_dyn_smooth,meanfsmgr,meanfsmgre15,logmstare15,kin_slit_flag,kin_done_hi,kin_done_blue,kin_done_red,kin_blue_code,kin_ifu_flag,kin_red_code,modelg_jcorr,modelu_icorr,modelu_jcorr,modelg_kcorr,absrmagcorr,modelu_kcorr,modelg_rcorr,modelu_rcorr,modelg_icorr,fuvmag,extfuv,e_fuvmag,centralout,logmbary_pc,grpradeg,grpdedeg,logmh_e17,logmhdynh_e17,grp_e17,dens_corr_b,f_s16sample_s,dens_corr_s,groupmass_b,groupid_b,dist_b,dens_b,f_dist_s,dist_s,f_s16sample_b,groupid_s,groupmass_s,dens_s,f_dist_b,tf_type,nndist_kd,tf_confidence
rf0011,0.02,0.269381,0.03,0.01,0.41,0.06,-99,0.11,12.36,16.78,0.04,0.33532953,0.02,-99,-99,0.14,4.4808912,0.08,0.5,13.38,12.26,14.99,-99,14.64,0.43384,1.57544,-0.08,12.13,14.39,0.72,0.25,35.78,1.2,0.04,2.53754,3.35379,1.39593,1.23147,9.43,-99,5498.7,-99,0.05,-19.93,2.3917,14.28,0.26,0.03,0.03,5550.7,0.02,0.33,0.04,13.03,15.88,1,1.23766E+18,0.65555,39.0981,7.73646E+17,0.59,0.2119,0.25293,0.010269,1,0,26.5118,82.8561,5.87731E+17,0.763761,1.09716E+17,0.1598,7.73646E+17,0.7812,1.23766E+18,0,9.61,115.389,1.3569528,8.26436996,9.53657,1.5601955,9.35,-99,-99,notineco,-99,4,L,3056880000,0.0603426,0,491442000,0,0.0422293,4.10406,0.0222,6.71009,1,0,2457210000,ALFALFA,133553000,188871000,166.307,0.158984,2,0,-20.1329,0,0,11.3059,1,11.5089,1,0,3,9.9155,10,9.4945,0,0,0,1.65049,1.64973,9.43,1,0,0,1,0,0,1000000,1.28006,1.10067,2.12318,2.02151,-20.2428,2.86464,0.158749,1.00187,0.257553,17.0257,0.2246,0.022,0,9.785,4.47837,0.332278,11.51,11.76,10,11.81,1,11.82,11.29,20005,2.89,11.81,0,2.32,1,10006,11.3,11.82,0,1,0.010204281,3
rf0012,0.01,0.251966,0.02,0.01,0.68,0.05,15.93,0.1,-99,19.49,0.04,0.66181355,0.04,0.55,-99,0.13,4.7535735,0.07,-99,-99,2.46,17.99,-99,17.68,0.409698,1.54018,-0.01,-99,17.51,0.83,0.23,5.3,-99,0.02,2.39328,3.20015,1.26279,1.10506,8.15,-99,5541.2,-99,0.04,-16.88,2.34705,17.36,0.24,0.03,0.04,5541.2,0.1,-99,0.02,15.91,18.9,0,1.23766E+18,-999,-999,4.39205E+17,-999,0.34845,0.35038,0.28475,1,0,-999,-999,5.87731E+17,0.822538,1.09998E+17,-999,4.39205E+17,-999,1.23766E+18,0,8.33,0,0.13193336,8.11002159,8.57697,0.15794237,8.07,-99,-99,notineco,-99,-999,E,441462000,0,0,0,0,0.0718803,0,0.0931,0,0,1,0,ALFALFA,0,0,0,0,1,0,-16.8824,0,0,10.837,1,10.8192,1,0,1,9.6975,400,8.7745,0,0,0,2.0619,2.06189,8.15,0,0,0,0,0,0,0,1.14674,0.872683,1.84291,1.85278,-17.2575,2.54895,0.106268,0.802439,0.176512,19.4948,0.2066,0.0571,0,8.715,4.7535,0.6618,0,0,409,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.400256451,-10998
rf0013,0.02,0.585669,0.02,0.01,0.03,0.05,12.13,0.1,12.08,18.8,0.04,0.59081703,0.03,0.2,0.03,0.14,4.9472732,0.07,0.1,13.1,4.9,15.49,13.57,14.84,0.888681,2.20363,0.12,12.36,14.5,0.59,0.24,15.31,0.25,0.02,3.59474,4.51818,2.27979,1.97677,9.83,-99,5469.5,-99,0.03,-19.69,3.12708,14.27,0.25,0.03,0.05,5469.5,0.04,0.06,0.02,12.54,16.95,1,1.23766E+18,1,35.5653,4.39204E+17,0.7251,0.2007,0.24476,0.11873,1,0,48.828,750,5.88016E+17,0.56279,1.09998E+17,0.0006,4.39204E+17,0.7189,1.23766E+18,69.9951,9.95,0,0.40700406,9.52734184,8.52463,0.56209935,9.65,-99,-99,notineco,-99,0.5,E,239056000,0,0,0,0,0.00566574,0,0.0485,0,0,1,0,AO,0,0,0,0,1,0,-19.6936,0,0,11.4539,1,11.3889,1,0,1,9.8205,11,9.8065,0,0,0,0.215934,0.337294,9.79,1,0,1,0,10002,0,0,1.7027,1.71575,2.85508,2.51989,-20.1413,3.67227,0.368607,1.52099,0.563368,19.4874,0.2134,0.0721,0,9.845,4.9472,0.5908,11.39,11.41,11,12.19,1,12.37,11.31,20006,1.04,12.19,0,0.85,1,10007,11.47,12.37,0,2,0.635227363,1
rf0014,0.01,0.324837,0.02,0.01,0.33,0.05,15.55,0.09,-99,19.81,0.04,0.6539677,0.05,0.7,0.37,0.13,5.0072566,0.07,-99,-99,6.2,17.73,16.52,17.32,0.505209,1.63911,-0.08,14.95,17.12,0.35,0.23,12.27,1.05,0.03,2.70854,3.50883,1.57464,1.39427,8.51,-99,5850.6,-99,0.03,-17.36,2.4394,17.02,0.23,0.03,0.03,5850.6,0.05,-99,0.02,15.28,18.83,1,1.23766E+18,0.244464,14.3512,4.39205E+17,0.3453,0.12701,0.23228,0.11119,1,0,6.533,19.5847,5.87731E+17,0.362342,1.09998E+17,0.2324,4.39205E+17,0.8611,1.23766E+18,0,8.67,44.3324,0.076058733,7.52978134,8.76982,0.076058733,8.39,-99,-99,notineco,-99,1,L,420433000,0.0908951,0,0,132.895,0.019608,3.82689,0.018,5.08396,0,0,0,AO,38279600,0,138.788,0.0886309,1,0,-17.8645,0,0,10.9209,1,10.8979,1,0,2,8.9595,12,8.5185,0,0,0,0.636264,0.624191,8.51,1,1,0,1,0,0,100000,1.40302,1.32944,2.37218,2.14759,-17.5573,3.11674,0.232141,1.2013,0.360285,20.1634,0.2015,0.068,0,8.955,5.0072,0.6539,10.88,10.94,12,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.111124487,0
rf0015,0.01,0.729385,0.02,0.01,0.11,0.05,10.97,0.09,10.76,18.42,0.04,0.82660918,0.02,0.22,0.04,0.13,5.1077407,0.07,0.13,11.72,14.64,14.58,12.41,13.79,1.08344,2.57598,-0.06,11.06,13.38,0.6,0.23,31.75,0.11,0.02,4.16926,5.11951,2.67672,2.32267,10.45,-99,5293.5,-99,0.02,-20.64,3.52623,13.11,0.23,0.03,0.12,5232,0.02,0.04,0.02,11.31,16.21,1,1.23766E+18,0.753899,279.346,4.39213E+17,0.3208,0.058351,0.1922,0.013652,1,0,129.839,129.839,5.87731E+17,0.3429,1.09998E+17,0.3893,4.39213E+17,0.3497,1.23766E+18,86.1079,10.53,0,0.45081069,8.91632843,8.91096,0.45081069,10.33,-99,-99,notineco,-99,1,L,581881000,0,0,0,0,-99,0,0.0722,0,0,1,0,ALFALFA,0,0,0,0,2,0,-20.7069,0,0,11.8409,1,11.7379,1,0,2,10.3885,13,10.3745,0,0,0,0.0580374,0.300877,10.35,1,0,1,0,10000,0,0,2.20004,2.18626,3.55398,3.08588,-20.9607,4.43981,0.556608,1.91054,0.832331,19.3689,0.2005,0.0794,0,10.475,5.12439,0.841575,11.74,12,13,12.41,1,12.61,11.74,20007,0.03,12.41,0,0,1,10008,12.5,12.6,0,1,0.059197866,3
rf0016,0.01,0.74519,0.02,0.01,0.13,0.05,10.36,0.09,10.45,18.63,0.04,0.83361606,0.02,0.22,0.01,0.13,5.114721,0.07,0.09,11.48,13.18,13.9,11.88,13.09,1.09289,2.40382,-0.04,10.77,12.66,0.75,0.23,68.33,0.04,0.02,3.93346,4.84932,2.62252,2.27482,10.77,-99,5736.92,-99,0.06,-21.51,3.31969,12.39,0.23,0.03,0.07,5632,0.08,0.11,0.02,10.71,15.49,1,1.23766E+18,0.659181,30.6848,7.73661E+17,0.7454,0.048125,0.2064,0.014696,1,0,13.8571,86.3898,5.87731E+17,0.7392,1.93599E+17,0.5689,7.73661E+17,0.7141,1.23766E+18,0,10.83,0,0.16596243,9.94187737,9.01392,0.16596243,10.75,-99,-99,notineco,-99,-1,E,2383230000,0.123022,0,147509000,0,-99,51.5031,0.0279,3.44902,1,0,737546000,ALFALFA,229157000,230976000,550.464,0.143589,3,0.165,-21.5563,12.65,109.42,12.2979,1,12.1659,1,0.161,4,10.7845,14,10.7755,12.46,87.41,12.13,0.00299928,0.0462301,10.77,1,0,1,0,11000,0,0,2.37343,2.57639,3.87994,3.28512,-21.5584,4.79163,0.728239,2.23475,1.06988,19.8313,0.2005,0.9138,0,10.775,5.21214,0.887275,12.17,12.16,14,12.37,1,12.61,12.2,20008,0,12.37,0,0,1,10008,12.5,12.6,0,1,0.210830991,3
rf0017,0.01,0.409128,0.02,0.01,0.53,0.05,14.57,0.1,-99,19.54,0.04,0.54122065,0.08,0.65,0.2,0.13,5.1195847,0.07,-99,15.7,3.27,17.43,16.02,16.96,0.632542,1.83069,0.16,14.48,16.69,0.72,0.23,9.89,0.26,0.02,2.93262,3.76331,1.73447,1.51106,8.75,-99,5521.8,-99,0.08,-17.6,2.66138,16.53,0.24,0.03,0.13,5521.8,0.03,0.16,0.02,14.8,18.54,1,1.23766E+18,-999,-999,4.39217E+17,-999,0.2471,0.30953,0.21923,1,0,-999,-999,5.88016E+17,0.714362,1.09998E+17,-999,4.39217E+17,-999,1.23766E+18,0,8.93,0,0.11108573,8.76672554,8.42434,0.1224015,8.57,-99,-99,notineco,-99,-1,E,189764000,0.115067,0,0,110.956,0.0108705,9.25666,0.02,4.58172,0,0,0,AO,17744000,0,115.27,-0.050397,1,0,-17.5962,0,0,11.0109,1,10.9379,1,0,1,8.9175,15,8.7615,0,0,0,0.353515,0.352259,8.75,0,?,0,0,0,0,0,1.49592,1.36444,2.43846,2.25126,-17.9004,3.1938,0.271826,1.21437,0.421896,19.8577,0.2068,0.043,0,8.915,5.1195,0.5412,10.92,11.21,15,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,2,0.580386199,1
rf0018,0.01,0.637236,0.02,0.01,0.39,0.05,14.59,0.09,-99,21.77,0.04,0.85660048,0.06,0.22,0.21,0.13,5.141134,0.07,-99,15.57,7.07,17.58,15.86,16.89,0.917444,2.12139,0.03,14.87,16.55,0.53,0.23,18.19,0.43,0.03,3.45957,4.22185,2.25562,1.97542,8.99,-99,5293.5,-99,0.03,-17.59,2.88367,16.39,0.23,0.03,0.07,5355,0.34,0.21,0.03,14.78,19,1,1.23766E+18,-999,-999,4.39223E+17,-999,0.059723,0.16508,0.045758,1,0,-999,-999,5.88016E+17,0.512287,1.09998E+17,-999,4.39223E+17,-999,1.23766E+18,0,9.03,0,0.008052603,8.22808266,7.70091,0.014997734,8.89,-99,-99,notineco,-99,-0.5,L,35873900,0.0288017,0,0,0,0.0414794,0,0.1026,7.28988,0,1,0,AO,0,0,0,-0.112502,2,0,-20.7069,0,0,11.8409,0,11.7379,1,0,2,10.3885,13,10.3745,0,0,0,0.00562962,0.132466,8.97,0,0,0,0,0,0,0,2.08601,2.21183,3.40606,2.84231,-17.6346,4.16236,0.618694,1.93874,0.891783,0,0.1993,0,0,9.015,5.12439,0.841575,11.74,12,13,0,1,12.61,0,0,0,0,0,0,0,10008,12.5,12.6,0,0,0.059197866,0
rf0019,0.01,0.336365,0.02,0.01,0.51,0.05,15.58,0.09,-99,19.93,0.03,0.99258607,0.1,0.64,0.22,0.12,5.257265,0.06,-99,-99,5.54,17.7,16.17,17.18,0.521904,1.64335,0.11,-99,16.65,0.66,0.21,12.62,-99,0.24,2.7712,3.57134,1.64975,1.46422,8.51,-99,5736.92,-99,0.15,-17.48,2.44349,16.79,0.21,0.03,0.06,5817.2,0.08,-99,0.03,15.88,18.9,1,1.23766E+18,-999,-999,4.39224E+17,-999,0.23614,0.26019,0.2307,1,0,-999,-999,5.88016E+17,0.674266,1.09998E+17,-999,4.39224E+17,-999,1.23766E+18,0,8.73,0,0.065004332,7.7776618,8.63758,0.07316174,8.35,-99,-99,notineco,-99,12,L,310065000,0.101751,0,0,189.38,0.0551363,6.43912,0.0072,6.27661,0,0,0,AO,20466500,0,87.8032,0.0364722,3,0.165,-21.5563,12.65,109.42,12.2979,0,12.1659,1,0.161,4,10.7845,14,10.7755,12.46,87.41,12.13,0.788781,0.763561,8.53,0,?,0,0,0,0,0,1.39305,1.39349,2.41692,2.13309,-17.5907,3.15695,0.239515,1.26338,0.369621,20.3407,0.1823,0.1183,0,8.875,5.21214,0.887275,12.17,12.16,14,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,2,0.227617202,2
rf0020,0.01,0.604263,0.02,0.01,0.21,0.05,15.35,0.09,-99,21.9,0.03,0.83353957,0.06,0.33,0.72,0.12,5.2621293,0.06,-99,-99,3.98,18.21,16.42,17.57,0.869104,2.06554,-0.01,-99,17.26,0.43,0.21,9.87,-99,0.02,3.38091,4.14566,2.18447,1.91963,8.69,-99,5736.92,-99,0.02,-17.07,2.8303,17.03,0.22,0.03,0.04,5761.6,0.35,-99,0.02,15.77,19.58,1,1.23766E+18,0.507852,8.4683,4.39226E+17,0.3141,0.17762,0.21115,0.030274,1,0,5.6516,18.452,5.87731E+17,0.432654,1.09998E+17,0.3795,4.39226E+17,0.3066,1.23766E+18,0,8.77,0,0.007319817,8.32942867,7.46271,0.015787329,8.59,-99,-99,notineco,-99,-999,E,44329700,0,0,0,0,0.00800241,0,0.0088,0,0,1,0,AO,0,0,0,0,3,0.165,-21.5563,12.65,109.42,12.2979,0,12.1659,1,0.161,4,10.7845,14,10.7755,12.46,87.41,12.13,0.0126685,0.240637,8.69,1,0,0,1,0,0,100000,2.00239,2.10507,3.28339,2.75655,-17.1418,4.03754,0.571962,1.85296,0.824076,23.0161,0.188,1.4195,0,8.715,5.21214,0.887275,12.17,12.16,14,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.02921171,0
rf0021,0.01,0.754499,0.02,0.01,0.04,0.05,11.69,0.09,11.67,20.36,0.03,1.1656492,0.02,0.02,0.03,0.12,5.3970879,0.06,0.02,12.64,5.24,15.27,13.08,14.5,1.09818,2.5306,0,11.9,14.12,0.33,0.21,13.2,0.03,0.02,4.12592,5.04158,2.6935,2.34982,10.07,-99,5617.6,-99,0.02,-20.08,3.44626,13.82,0.22,0.03,0.03,5617.6,0.08,0.01,0.02,11.96,17,1,1.23766E+18,1,19.5779,4.39244E+17,0.2922,0.31136,0.45723,0.27239,1,0,25.2656,750,5.87731E+17,0.467803,1.09998E+17,0.0001,4.39244E+17,0.2883,1.23766E+18,107.722,10.29,0,0.037484091,9.50891685,8.66887,0.073007368,10.05,-99,-99,notineco,-99,-0.5,E,333228000,0,0,0,0,0.0892981,0,0.0111,0,0,1,0,GBT,0,0,0,0,1,0,-20.0826,0,0,11.7169,1,11.5089,1,0,1,10.2345,16,10.2195,0,0,0,0.00478767,0.0697388,10.21,1,0,?,0,10000,0,0,2.48613,2.62925,4.04951,3.39539,-20.1493,4.95878,0.731075,2.29446,1.06586,21.9559,0.1862,0.7878,0,10.075,5.397,1.1656,11.51,11.35,16,12.17,1,12.35,11.61,20009,1.58,11.92,1,1.23,1,10009,11.73,12.1,1,0,1.621007942,0
rf0022,0.01,0.681152,0.02,0.01,0.17,0.05,14.16,0.09,14.22,21.7,0.03,0.5576056,0.02,0.14,0.19,0.12,5.4409059,0.06,0.16,15.22,3.15,17.42,15.38,16.71,0.996334,2.23678,-0.02,13.99,16.37,0.65,0.21,6.83,0.4,0.02,3.64923,4.46527,2.40878,2.0936,9.21,-99,5477.1,-99,0.03,-17.82,3.05283,16.11,0.22,0.03,0.06,5477.1,0.1,0.11,0.02,14.26,18.94,1,1.23766E+18,0.0637159,6.9715,4.39229E+17,0.5812,0.43891,0.44874,0.4317,1,0,5.2807,7.2926,5.88016E+17,0.86547,1.09998E+17,0.564,4.39229E+17,0.5053,1.23766E+18,28.9,9.29,0,0.010962085,8.96976948,7.8519,0.018385693,9.11,-99,-99,notineco,-99,-1,E,50789300,0,0,0,0,-99,0,0.0041,0,0,1,0,AO,0,0,0,0,1,0,-17.8198,0,0,11.1859,1,10.9799,1,0,1,9.2135,17,9.2005,0,0,0,0.0104684,0.0886285,9.19,0,0,1,0,10,1,0,2.14655,2.29393,3.50991,2.94745,-17.9175,4.3108,0.634008,1.99736,0.930571,23.5754,0.1857,0.4984,0,9.215,5.4409,0.5576,10.97,11.38,17,0,1,12.28,0,0,0,0,0,1.2,0,10010,11.21,12.28,0,0,0.693478081,0
rf0023,0.01,0.30307,0.02,0.01,-99,0.05,-99,0.09,-99,19.41,0.04,-0.6614497,0.13,-99,-99,0.13,5.9486726,0.07,-99,15.76,4.36,17.64,-99,17.26,0.498999,1.74142,0.01,14.77,17.07,0.76,0.23,8.78,0.47,0.02,2.69604,3.58345,1.45362,1.25769,8.41,-99,5562,-99,0.04,-17.31,2.62883,16.93,0.23,0.03,0.05,5562,0.04,0.17,0.02,-99,18.55,1,1.23766E+18,1,0.3,1.67986E+18,0.05,0.94683,1.8317,0.33381,1,0,0.3,750,5.88016E+17,0.750057,4.20188E+17,0.05,1.67986E+18,0.033,1.23766E+18,0,8.61,26.5508,0.15161363,7.7980051,8.56231,0.19101807,8.33,-99,-99,notineco,-99,10,L,260722000,0.0835168,0,0,98.386,0.00973485,4.86841,0.018,7.70955,0,0,0,AO,13863400,0,77.2207,-0.0123202,1,0,-17.3085,0,0,10.8939,1,10.8909,1,0,1,8.7975,18,8.4235,0,0,0,1.75882,1.75874,8.41,1,?,0,1,0,0,1000000,1.32064,1.03345,2.10536,2.10081,-17.7038,2.88553,0.146255,0.930973,0.248734,19.489,0.2016,0.0632,0,8.795,5.9487,-0.6615,10.88,10.73,18,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,0,0.94632451,0
rf0024,0.01,0.362553,0.02,0.01,0.37,0.05,13.35,0.09,12.91,17.7,0.03,0.84689776,0.02,0.33,0.09,0.12,6.393436,0.06,0.31,13.83,6.63,15.83,14.41,15.39,0.559351,1.71283,-0.07,13.32,15.17,0.89,0.21,13.06,0.5,0.02,2.72812,3.52422,1.57464,1.37785,9.27,-99,5501.7,-99,0.02,-19.15,2.50892,15.04,0.22,0.03,0.03,5501.7,0.02,0.13,0.02,13.59,16.88,1,1.23768E+18,0.0184115,15.5678,4.39268E+17,0.9112,0.4772,1.1693,0.37487,1,0,13.825,16.2408,5.88016E+17,0.900449,1.09998E+17,0.919,4.39268E+17,0.02,1.23768E+18,0,9.43,0,0.52000856,8.28062248,9.42711,0.64850087,9.15,-99,-99,notineco,-99,5,L,1909770000,0.1506,0,0,0,0.00925672,9.01575,0.0084,3.57021,0,0,0,ALFALFA,145784000,0,177.696,-0.136252,1,0,-19.1516,0,0,11.2199,1,11.2509,1,0,1,9.6545,20,9.2735,0,0,0,0.370295,0.370268,9.27,0,?,0,1,0,1,100,1.448,1.27134,2.32905,2.18657,-19.3691,3.06762,0.251186,1.13224,0.390287,17.9767,0.1885,0.0212,0,9.655,6.3934,0.8469,11.25,11.07,20,11.55,1,11.35,11.22,20010,4.55,11.39,1,3.59,1,10011,11.25,11.21,1,0,0.372285265,0
rf0025,0.01,0.300676,0.02,0.01,0.09,0.05,13.24,0.1,13.5,17.71,0.04,1.0200539,0.05,0.33,0.16,0.13,6.6043565,0.07,0.2,13.83,17.1,15.58,14.32,15.1,0.45859,1.49771,-0.12,13.41,14.78,0.63,0.24,42.41,0.34,0.05,2.59608,3.33176,1.55696,1.39905,9.29,-99,5499.9,-99,0.04,-19.45,2.23339,14.69,0.24,0.03,0.04,5499.9,0.02,0.36,0.06,13.4,16.59,1,1.23768E+18,0.835113,61.4603,4.40328E+17,0.6565,0.37475,1.4019,0.1116,1,0,64.7389,64.7389,5.88016E+17,0.631409,1.10279E+17,0.3771,4.40328E+17,0.7393,1.23768E+18,0,9.47,93.3468,0.320418,7.70530891,9.572,0.3924605,9.19,-99,-99,notineco,-99,5,L,2666100000,0.0787202,0,0,0,0.0609948,14.4792,0.0525,5.75614,0,0,0,ALFALFA,160257000,0,197.277,0.157129,1,0,-19.4905,0,0,11.2269,1,11.3229,1,0,2,9.7585,21,9.3085,0,0,0,0.60863,0.653314,9.29,1,?,0,1,0,0,100000,1.41286,1.46986,2.47612,2.1285,-19.5305,3.19176,0.267437,1.3307,0.406597,17.8807,0.2078,0.0381,0,9.755,6.6041,1.02,11.32,11.03,21,11.24,1,11.27,11.28,20011,5.34,11.03,1,4.22,1,10012,11.25,11.06,1,0,0.111287551,0
rf0026,0.01,0.286943,0.02,0.01,0.36,0.04,14.89,0.08,-99,19.05,0.03,-0.96671962,0.03,0.48,0.13,0.1,6.9744334,0.06,-99,15.2,2.59,17.14,15.82,16.78,0.456549,1.59648,0.09,-99,16.6,0.79,0.18,6.73,-99,0.02,2.61022,3.42418,1.4703,1.30069,8.41,-99,4480.1,-99,0.02,-17.31,2.41043,16.45,0.19,0.02,0.03,4480.1,0.05,0.39,0.02,14.74,18.13,0,1.23766E+18,-999,-999,4.40261E+17,-999,0.79463,1.6132,0.30129,1,0,-999,-999,5.87731E+17,0.806019,1.10279E+17,-999,4.40261E+17,-999,1.23766E+18,0,8.59,0,0.10169447,8.68539047,8.92618,0.10169447,8.31,-99,-99,notineco,-99,-2,E,602630000,0.150851,0,0,119.989,0.0167325,12.868,0.0158,4.47087,0,0,0,GBT,54484200,0,114.424,-0.0991341,1,0,-17.3062,0,0,10.8939,1,10.8909,1,0,1,9.6975,22,8.7745,0,0,0,1.373,1.36709,8.41,0,?,0,0,0,0,0,1.29707,1.17112,2.19068,2.03583,-17.5843,2.92945,0.174471,1.06809,0.277502,19.5505,0.1622,0.1303,0,9.035,6.9744,-0.9668,0,0,22,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.620266713,-10998
rf0027,0.01,0.19935,0.02,0.01,0.24,0.04,15.88,0.07,-99,19.43,0.03,-1.1799633,0.08,0.61,0.36,0.1,7.139569,0.05,-99,-99,7.63,17.87,16.86,17.59,0.322176,1.38259,-0.04,-99,17.45,0.25,0.17,17.37,-99,0.03,2.28242,3.04918,1.22201,1.09919,7.95,-99,4515.9,-99,0.02,-16.51,2.14935,17.35,0.18,0.02,0.04,4515.9,0.1,-99,0.03,15.97,18.75,0,1.23766E+18,-999,-999,7.75814E+17,-999,0.99182,1.8165,0.3037,1,0,-999,-999,5.88016E+17,0.242028,4.20469E+17,-999,7.75814E+17,-999,1.23766E+18,0,8.11,0,0.054452833,7.15777683,8.93193,0.054452833,7.87,-99,-99,notineco,-99,-999,L,0,0,0,0,0,0.0217328,0,0.0277,0,0,0,0,None,0,0,0,0,1,0,-16.508,0,0,10.7981,1,10.7463,1,0,1,9.6975,408,8.7745,0,0,0,2.47745,2.4772,7.95,0,0,0,0,0,0,0,1.19568,1.03985,2.02327,1.9137,-16.6767,2.74129,0.131073,0.958663,0.212255,19.6355,0.1521,0.064,0,8.975,7.1396,-1.1802,0,0,417,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,-10998,0.620266713,-10998
rf0028,0.01,0.407497,0.02,0.01,0.54,0.04,14.77,0.08,14.11,19.65,0.03,-0.29954972,0.03,0.36,0.14,0.11,7.682566,0.06,0.13,15.31,6.22,17.4,15.98,16.92,0.639595,1.89133,-0.03,-99,16.69,0.27,0.2,13.84,-99,0.02,3.03789,3.91953,1.78616,1.55406,8.77,-99,5975.04,-99,0.02,-17.8,2.77296,16.48,0.2,0.03,0.03,5995.9,0.1,0.22,0.02,14.68,18.61,1,1.23766E+18,1,14.3975,4.4144E+17,0.1902,0.74649,1.104,0.23773,1,0,14.5104,750,5.88016E+17,0.268502,1.10561E+17,0.0001,4.4144E+17,0.1936,1.23766E+18,0,8.97,63.4677,0.1505758,7.88827133,8.77471,0.15858831,8.65,-99,-99,notineco,-99,6.5,L,425187000,0.126016,0,0,181.669,0.00523408,13.8448,0.0039,4.46771,0,0,0,GBT,37962800,0,159.803,0.0173078,2,0,-20.6505,0,0,11.7859,0,11.7169,1,0,2,10.4015,24,10.3055,0,0,0,0.730424,0.699772,8.77,1,1,0,1,0,0,100000,1.43456,1.30776,2.3826,2.20718,-18.2195,3.15523,0.228308,1.17636,0.359709,20.0982,0.1737,0.0772,0,9.075,7.74119,-0.353262,10.96,10.97,24,-9999,-10998,-9999,-9999,-10998,-9999,-9999,-10998,-9999,-10998,-10998,-9999,-9999,-10998,1,0.237838367,1
rf0029,0.02,0.244938,0.03,0.01,0.56,0.06,13.75,0.11,13.61,17.69,0.04,0.5288937,0.03,0.1,0.17,0.15,7.7174579,0.08,0.09,14.31,6.81,15.98,14.96,15.65,0.386829,1.45207,-0.05,13.7,15.47,0.72,0.26,14.1,0.08,0.03,2.39204,3.1453,1.3268,1.18491,9.07,-99,5886.3,-99,0.02,-19.05,2.20533,15.35,0.27,0.03,0.03,5880,0.02,0.11,0.02,14.2,16.93,1,1.23766E+18,0.0811012,38.1562,4.40376E+17,0.6874,0.14542,0.33999,0.019702,1,0,7.9235,40.7452,5.88016E+17,0.76199,1.10279E+17,0.6599,4.40376E+17,0.782,1.23766E+18,0,9.25,71.9633,0.4882484,8.0534811,9.25423,0.55550768,8.93,-99,-99,notineco,-99,4,L,1815090000,0.183012,0,256527000,0,0.0294328,6.5752,0.047,3.23555,1,0,1282630000,ALFALFA,183174000,239145000,170.352,-0.0149878,2,0,-19.8853,0,0,11.3419,0,11.4349,1,0,3,9.8945,25,9.5705,0,0,0,1.02677,1.02676,9.07,1,0,0,1,0,0,1000000,1.27325,1.1467,2.14068,1.98212,-19.2033,2.84955,0.17717,1.0446,0.279272,18.0094,0.2305,0.0301,0,9.465,7.73497,0.48215,11.44,11.36,25,11.3,1,11.1,11.36,20013,8.97,11.28,1,7.97,1,10014,11.36,11.04,1,0,0.01969107,0
